user_id,full_name,email,phone_number,role,assigned_team,access_level,created_at,last_login,team_user_count,workload_hours,created_month,activity_status
26e869f7-c2ba-4473-9722-2e7aa5b895bd,Debra Newman,francismiguel@example.net,+1-433-929-3566x61285,3,0,1,2025-02-22 11:45:04.312752,2025-02-25 21:54:24.086437,75,7,2,Inactive
1d6f62c8-b26f-4c53-b352-b12564dc05a2,Jennifer Castro,greenebetty@example.org,001-764-780-0217x069,3,3,2,2025-01-06 06:32:58.951488,2025-02-11 03:10:23.336710,52,7,1,Inactive
2a253462-bb38-4ed1-a04e-73e3c5a2aefa,Alicia Hill,not_provided@example.com,000-000-0000,3,2,1,2025-02-21 11:33:31.830467,2025-02-14 16:33:29.122921,87,7,2,Active
b0fd64ef-8df4-4c9b-b568-c544fbbc164a,Donald Hill,not_provided@example.com,(537)489-3618,0,1,1,2025-01-12 05:37:38.181008,2025-02-14 03:06:47.473641,84,5,1,Active
8daaa158-5c9c-418d-bd20-a897bab1d48c,Andrew Clark,john94@example.net,001-476-395-9832x53360,3,2,2,2025-02-13 16:45:18.286864,2025-02-12 22:58:30.660506,87,7,2,Inactive
5dc65924-1c99-4953-8291-7a172b4b0c73,Cynthia Sellers,chensarah@example.com,000-000-0000,1,6,0,2025-01-20 03:51:28.996891,2025-03-14 21:01:29.815760,70,8,1,Inactive
a22c2061-9bd8-4aaa-a61b-ef9789bbda0d,Maria Kim,marshallcheyenne@example.com,942.215.3479x535,3,6,0,2025-03-08 18:53:53.128269,2025-02-13 04:05:10.424115,70,7,3,Inactive
f9fe66c4-48ae-48e1-902d-91d94952f343,Joshua Watkins,jonesdavid@example.net,001-375-493-6859x0635,1,3,1,2025-01-22 14:51:11.660558,2025-01-30 02:53:02.757790,52,8,1,Active
fa53a4d1-544d-4797-a0f4-3b4e3fedca1c,Wendy Berry,allisonyoung@example.org,+1-848-920-9136x0259,1,0,0,2025-03-01 03:05:53.345110,,75,8,3,Inactive
b7625519-98c6-43bb-af84-ee1154cb86cf,Mark Fleming,wendy61@example.net,353.939.9637x633,1,1,0,2025-01-07 11:46:38.109990,2025-02-24 06:47:38.375088,84,8,1,Active
f98cd791-8f38-4874-a3f3-0e356563e3c6,Daniel Landry,not_provided@example.com,(763)863-8029x110,3,2,2,2025-01-20 07:25:05.065430,,87,7,1,Inactive
39c61e31-ffe4-451c-82d7-e6b3f4ce4ebc,John Gutierrez,acevedoscott@example.org,520.391.5456,0,0,0,2025-01-26 07:35:44.813295,2025-03-14 01:14:41.096452,75,5,1,Inactive
ad4b21db-3050-4481-adab-b5e0fd7de05e,Tanya Mejia,shelley63@example.net,+1-909-261-9890,2,5,1,2025-01-14 08:45:01.824294,2025-01-05 11:36:07.119133,73,4,1,Inactive
dbc5a0aa-7929-4528-93ca-83149e272666,Eric Garcia,darlene60@example.org,(495)967-0111x73143,4,4,2,2025-03-19 04:28:26.999888,2025-02-14 00:03:47.254807,59,6,3,Active
867631cf-840c-41ca-806b-05e67e1bfb36,April Combs,linmatthew@example.com,229-648-9442x286,4,5,1,2025-01-15 22:19:46.629592,2025-01-09 18:31:57.638329,73,6,1,Inactive
9075263e-cfa4-4c64-b31e-e59d70a1d445,Julia Bryant,not_provided@example.com,383-641-8466,4,4,1,2025-02-11 20:11:19.707890,,59,6,2,Active
7a237368-df24-4a11-8f77-94b8cbfbf122,Veronica Marquez,omaxwell@example.net,000-000-0000,0,3,2,2025-03-15 00:58:32.382864,2025-02-14 12:43:29.384921,52,5,3,Inactive
6518e17d-d209-4daf-ad9d-8e14d1fb7d58,Jennifer Nelson,cooperdawn@example.org,001-690-616-0870x87612,0,5,1,2025-03-05 08:48:47.596623,2025-02-24 16:10:12.995674,73,5,3,Inactive
0b8c0449-897f-44c0-8e14-043d6ebf148a,Unknown,robertmoore@example.com,(633)495-5494x684,3,2,1,2025-02-07 05:19:15.449556,,87,7,2,Active
f5090cb7-475b-4725-a8ac-3d91e3c5a600,Linda Miller,ystanton@example.net,283.810.2596x999,2,1,1,2025-01-14 18:49:01.025239,2025-01-25 19:06:39.394379,84,4,1,Inactive
923371e9-c797-46df-a6aa-3bff8b1d2275,Walter Anderson,mark21@example.org,819.426.0888,1,2,1,2025-01-02 20:31:50.796546,,87,8,1,Inactive
f3e9bb72-0071-4fbf-9a86-f6b803573703,Amber Mullen,vrobertson@example.net,000-000-0000,1,5,2,2025-01-13 00:41:47.731547,2025-02-11 04:47:20.517279,73,8,1,Active
55f1f852-efc5-4318-b6d8-e902f8fa7b6e,Timothy Williams,logan87@example.com,+1-556-976-2089x397,2,1,0,2025-01-11 06:38:29.739871,2025-02-14 06:35:17.196765,84,4,1,Inactive
7b37f09d-73a8-4dd9-a917-32f0dcd1813f,Samantha Burke,smithbeverly@example.com,860.662.4006,2,1,1,2025-01-31 09:05:10.343831,2025-03-10 09:55:11.176308,84,4,1,Inactive
4a9f5590-91cb-4289-b615-e27cb65a1cb1,Patricia Hamilton,jonathanreynolds@example.org,001-219-888-1356x50793,4,3,2,2025-03-13 19:03:43.984978,,52,6,3,Inactive
afefd6ae-1933-4ce3-a0d6-5b1258b931d1,Michael Stevens,johnsonhannah@example.net,+1-479-319-9973x2282,2,5,2,2025-02-08 20:02:19.130492,2025-03-18 06:59:08.731167,73,4,2,Inactive
8c7ea8eb-6faf-46a5-a3aa-f9f360a1c438,Jon Hardy,jacquelinelynch@example.net,(518)430-1973,0,3,1,2025-02-03 18:48:00.051808,2025-01-17 22:27:59.880455,52,5,2,Inactive
e2d43c37-3133-44a7-bf46-96692847e2ff,Keith Franco,benjaminthornton@example.net,545-238-1361,2,2,0,2025-03-17 01:54:34.586066,,87,4,3,Inactive
d63cbfd3-9662-4b97-b540-900df698e721,Steven Torres,jonathan22@example.com,544.522.8505x2249,0,6,0,2025-01-06 14:02:12.025325,2025-03-02 04:50:26.069323,70,5,1,Active
074aafaf-613d-434f-b457-89081fd97e9c,Zachary Zavala,not_provided@example.com,(844)438-7508x8934,1,6,0,2025-02-06 00:15:48.368191,,70,8,2,Active
9acc699c-0ae9-4791-a2be-4c7cf30ec8e1,Jessica Jones,birdchristopher@example.net,000-000-0000,0,0,1,2025-01-21 17:03:35.395037,2025-02-21 08:00:46.471359,75,5,1,Inactive
915137eb-6212-402a-b1c4-07a0ed08315f,Amanda Ballard,caroljohnson@example.net,001-866-229-8027,1,2,2,2025-01-08 09:44:38.119560,2025-03-02 17:54:19.339126,87,8,1,Inactive
d8d55a9a-7df4-47e1-b37e-4e05aace40d7,Dana Foster,david74@example.org,(962)590-7689x77777,0,1,0,2025-02-22 10:06:39.232396,,84,5,2,Inactive
461f7cec-ee9d-4c55-8448-ee4ea6faacf9,Sergio Hart,morganpatricia@example.net,+1-548-698-5994x989,3,4,0,2025-02-02 05:36:50.096510,,59,7,2,Inactive
ee311916-41ee-4465-b505-de6e8f29355d,Cheryl Green,velezjames@example.com,(780)860-4451x2155,4,5,1,2025-02-18 14:14:45.394051,2025-02-13 16:27:14.339135,73,6,2,Inactive
0cac64cf-57f2-4333-9823-dd61bf8772f8,Deanna Smith,not_provided@example.com,9154538284,4,5,1,2025-01-05 04:28:13.866188,2025-03-11 18:16:17.878803,73,6,1,Inactive
631b61c4-dec0-46fe-a007-0a1c1d67da6d,Timothy Watkins,jhays@example.com,(582)283-3855x7016,1,5,2,2025-03-13 21:23:15.944141,2025-02-07 14:30:35.938801,73,8,3,Inactive
130c57f7-3dd3-42e7-a04e-4f898f09e278,Unknown,vargasmichelle@example.org,000-000-0000,4,0,0,2025-01-31 07:11:12.101623,2025-03-05 16:27:56.313859,75,6,1,Inactive
888e7f13-cf76-49ba-a1c0-cfd9c55d526e,Terry Rice,pbailey@example.com,(938)207-1326,4,1,0,2025-03-08 23:39:57.618092,,84,6,3,Inactive
34c39211-9f8e-4b85-84a7-537fd32a88b0,Dr. Ralph Huynh,ericrios@example.net,(977)260-6967,0,3,1,2025-01-26 10:21:21.644080,2025-01-31 06:14:07.386457,52,5,1,Active
f74450b6-04d9-4f1e-a5a9-ea2f2a4a79f0,Courtney Valentine,kennethgrimes@example.com,680-424-4360x870,4,6,1,2025-03-04 10:26:38.122783,2025-01-05 03:03:55.233831,70,6,3,Inactive
68a3bfda-aef7-4dfa-96c0-b173bbfbaf71,Robert Wagner,ericgreene@example.com,+1-546-401-5814,1,0,0,2025-01-09 01:53:54.269160,2025-02-13 06:06:22.676102,75,8,1,Inactive
816d7631-78fa-4a7b-a069-47c5e54c70a4,Maria Nguyen,hwright@example.org,001-580-818-7986x886,1,4,0,2025-02-15 18:30:12.679719,,59,8,2,Inactive
7c02b84a-7fb3-468c-8747-c18d83b8b57a,Linda Spencer,pcampbell@example.org,001-657-751-5934x176,4,5,2,2025-01-15 13:55:20.343338,2025-01-26 21:54:52.989109,73,6,1,Active
652728d5-110f-4713-882d-a7e5e3d6778a,Jeffrey Williams,amanda73@example.org,000-000-0000,3,3,0,2025-01-12 19:03:44.824614,2025-03-21 02:54:22.838662,52,7,1,Inactive
f3409a2f-dc91-41b3-8f23-4218beae6ff4,Samuel Huffman,patricia99@example.net,5369881716,1,2,1,2025-02-13 09:51:38.331004,,87,8,2,Inactive
22d5f7f7-d4c4-4eb8-9d5b-f888094947d4,Hunter Lee,gibsonshannon@example.org,620.552.1006x931,0,2,2,2025-02-22 00:40:49.143333,,87,5,2,Active
692be020-c5a1-4c13-903f-d78a20bd4424,Jessica Lewis,charlesbrown@example.com,351.277.9248x5013,4,2,1,2025-01-17 02:47:35.535657,2025-01-14 13:56:57.821171,87,6,1,Inactive
4dda3000-397e-46ad-b52b-cce8e069b822,Thomas Jones,victoriavincent@example.net,4858367095,3,1,2,2025-01-01 21:27:52.013863,2025-03-01 00:49:17.601445,84,7,1,Active
7de7cf56-3b4e-43eb-9394-ef8b39e92197,Michael Caldwell,turnermelanie@example.com,973.291.9238x620,3,2,1,2025-03-07 03:00:26.416230,2025-02-03 01:56:33.534369,87,7,3,Inactive
2adebc5a-e563-42a1-8870-caa48afe58bd,Philip Ferrell,rodriguezpatricia@example.org,000-000-0000,3,1,0,2025-02-27 02:34:49.013487,2025-02-08 10:44:30.940810,84,7,2,Inactive
41efdebc-ace1-445f-ab45-e3e84308fe86,Brian Walsh,gregorythomas@example.org,908-574-5282,1,6,0,2025-01-17 21:36:12.027511,2025-03-12 09:03:39.931859,70,8,1,Inactive
4cc017b3-660a-4b48-a055-ffdc17510e44,Christine Duncan,brianflores@example.org,+1-223-752-4732x506,3,6,2,2025-01-05 01:29:30.206780,2025-02-03 01:05:15.136804,70,7,1,Active
859efc66-52e1-40be-b4eb-9cb316581b3a,Ryan Wagner,abarton@example.org,+1-947-210-7060x862,1,3,1,2025-02-19 14:11:54.275996,2025-01-09 10:25:07.878424,52,8,2,Inactive
0c418f1e-87fe-45b3-8348-f4e31797f342,Penny Smith,sweeneywayne@example.net,(281)748-7847,3,1,2,2025-01-04 03:30:03.645096,2025-01-14 07:20:59.804638,84,7,1,Active
44e376b1-9d89-4906-87a7-a9f9e3e84306,Sarah Barber,jorgeharris@example.com,000-000-0000,3,1,0,2025-02-09 03:59:04.155992,,84,7,2,Active
b81243b7-9981-4043-b924-883b7e8fdafb,Rebecca Avila,not_provided@example.com,270.237.4754x033,3,0,2,2025-01-18 14:24:26.259906,2025-02-06 21:50:54.039440,75,7,1,Inactive
98390e83-91ec-48d5-a1ed-e73d69f8a392,Victoria Manning,jeansoto@example.net,802-761-3605x04831,4,1,1,2025-01-06 00:35:15.038058,2025-03-20 07:01:34.088964,84,6,1,Inactive
fe8ef0b1-692c-46d7-8d3c-26bdd21352ae,Holly Sutton,carol39@example.org,351-707-7704x923,2,0,0,2025-01-27 04:46:01.560219,2025-02-08 14:21:28.680182,75,4,1,Inactive
0c0da405-ab8f-4a24-8038-a11895080f78,Amber Smith,alexandriagonzalez@example.net,(220)703-1014x5379,2,3,0,2025-02-11 21:48:32.565496,2025-03-04 14:09:49.125071,52,4,2,Inactive
5f30d057-0f76-42ac-abb5-79a252f104e4,George White,howardzachary@example.com,(393)844-8249x080,1,1,0,2025-01-26 15:49:53.296732,2025-03-03 08:40:09.503152,84,8,1,Inactive
3bd9395e-10fa-476c-9d17-91e560043bf8,Bobby Cox,davisgarrett@example.com,+1-504-875-7276,2,6,1,2025-02-20 15:02:46.918469,,70,4,2,Inactive
b6eab9c3-2e2e-43d5-8986-50ad76ac5d1b,James Gonzalez,ttaylor@example.org,000-000-0000,2,2,1,2025-01-29 23:16:09.528815,2025-02-14 22:39:45.090629,87,4,1,Inactive
32b8ab21-2d76-4965-9e45-5870d422ddab,Andrew Morris,not_provided@example.com,+1-365-433-2193,2,0,1,2025-02-10 13:03:37.759582,2025-01-12 16:19:13.325635,75,4,2,Active
cfd7df71-e604-48e9-932a-680575be3ee4,Aaron Miller,kristenburnett@example.net,001-793-694-8717x6627,2,5,1,2025-02-04 03:22:34.433167,2025-01-11 00:11:14.242414,73,4,2,Inactive
de89a661-56c4-46ed-8655-d6f68762c650,Brian Nelson,lmcneil@example.org,696-759-0838x7949,1,2,2,2025-02-24 17:47:35.666885,,87,8,2,Inactive
9e91fa40-539a-4fd6-a71e-c605faae65e4,Brian Ortiz,michael50@example.net,799-752-4285x459,0,1,0,2025-01-12 22:09:58.918445,2025-03-05 20:45:02.306237,84,5,1,Inactive
c0cd0a91-41dc-4727-b055-de8d9522de71,Jaime Schmidt,samanthahebert@example.net,(697)620-8266x5739,0,5,0,2025-01-05 17:42:59.487125,2025-02-01 03:04:38.257844,73,5,1,Active
d49fa3b8-b5ca-4a2d-8964-febb58adfa6d,James Fields,nicolelee@example.net,(408)703-4932,0,2,2,2025-02-21 22:12:56.703851,2025-01-04 23:42:53.576941,87,5,2,Inactive
bee6c457-b054-4045-960c-254584cefe74,Amanda Smith,dbaker@example.org,403-365-7162x553,2,6,0,2025-01-22 10:13:22.892493,2025-02-01 06:26:03.898966,70,4,1,Inactive
3d1cf85a-f86e-4244-b904-834f2a137497,Olivia Salinas,kmoore@example.net,001-422-211-5753x7560,4,3,0,2025-01-30 13:22:41.831020,,52,6,1,Inactive
123d7a2b-8676-43a3-aefc-f30e0ef667fe,Unknown,brianwilliams@example.net,001-281-601-2940x6133,2,1,0,2025-02-17 01:53:57.286932,2025-01-23 23:49:09.882503,84,4,2,Active
32342fb2-b1b0-405f-94e8-9e785d67b929,Keith Davis,villawilliam@example.net,870.790.0621x645,2,2,2,2025-03-14 16:57:16.951313,2025-01-11 04:48:48.402155,87,4,3,Active
2120e268-4969-4012-b1e7-6ab8c826675c,Lucas Vance,benjaminunderwood@example.org,(500)691-4968x75535,4,6,2,2025-01-17 08:15:23.271110,2025-03-12 21:46:38.524494,70,6,1,Inactive
a320e903-bd22-4ab2-b3a7-6347b6e4fe1c,Marvin Stanley,cheyennecarter@example.com,739.900.6129x7403,2,5,1,2025-01-05 19:34:03.829926,2025-02-21 10:55:57.013968,73,4,1,Inactive
4504161b-158c-43ad-8e9d-eeb69c383888,Paula Wilkins,jyoung@example.org,936.843.2592x2071,0,3,1,2025-01-08 07:42:20.410846,2025-01-04 04:55:19.273502,52,5,1,Inactive
1fc8b9a6-188b-4cc4-bc81-92016a025f9d,Jennifer Combs,sarahjones@example.net,557-893-5157x19175,3,5,0,2025-02-07 08:22:29.789381,2025-01-13 22:09:18.157872,73,7,2,Inactive
366ec67e-746d-489c-b51d-0348f74c0bca,Charles Rangel DVM,beth16@example.net,(834)926-3271,3,2,0,2025-01-15 17:15:41.598728,2025-01-30 01:05:19.906699,87,7,1,Inactive
3820dc1f-5044-40e6-a9f1-2ff962a93140,Unknown,ffoley@example.com,+1-467-676-8455x7482,0,2,2,2025-01-09 15:09:49.936954,,87,5,1,Inactive
20fabbd7-cef3-4da1-b6f1-185ed51f2fa7,Anthony Ray,eric04@example.com,000-000-0000,2,5,0,2025-03-08 11:13:08.539573,,73,4,3,Active
a68c82e8-e993-40df-bacf-aca1c9b32d67,Unknown,navery@example.org,455-447-5661,3,6,2,2025-02-06 18:46:33.240018,2025-02-27 23:49:27.449784,70,7,2,Active
6dee4d2b-773d-4e38-8067-9c4a077536f6,James Hardin,kellylawson@example.net,000-000-0000,3,1,0,2025-01-23 13:34:31.667295,2025-03-10 06:46:17.781370,84,7,1,Inactive
9008005f-971b-48bb-bbb5-3705c52f3a87,Lisa Bartlett,not_provided@example.com,+1-324-904-0060,0,6,0,2025-01-23 01:34:01.527167,2025-03-18 22:57:55.741094,70,5,1,Inactive
ae4301dc-f221-4105-9dc8-375f5ff533a9,Shawn Davenport,archerbryan@example.net,717.267.3867,0,3,2,2025-01-28 00:17:05.074482,,52,5,1,Inactive
162cc752-712f-4153-a241-12b056d0fc11,Cheryl Gordon,riosdeborah@example.com,(211)731-1874x10731,3,1,2,2025-01-18 14:42:40.687898,2025-02-08 12:52:50.084997,84,7,1,Active
9d63a068-bbab-4472-8122-32ee4c6fbe27,Daniel Watson,bankselizabeth@example.net,711-712-2435,0,6,0,2025-03-16 20:09:04.583939,2025-02-10 03:27:40.378832,70,5,3,Inactive
76018235-dae9-4e9a-91ee-711df5347b3e,Kevin Flowers,masonian@example.net,(674)303-1189x4732,1,0,1,2025-01-22 23:34:08.084043,2025-02-10 06:48:19.614049,75,8,1,Active
b4e8ffab-5754-4239-9f85-dd7d5d093da9,Stephanie Stevens,mackmary@example.com,000-000-0000,2,0,0,2025-02-19 14:46:27.024512,2025-01-05 19:45:35.499925,75,4,2,Inactive
50f2209f-c8df-449d-ac80-cee629913bb5,Jeffery Leonard,vargasjoseph@example.org,+1-288-425-8420x28947,4,4,0,2025-03-12 14:08:52.224738,2025-01-24 18:02:30.883945,59,6,3,Active
bd9b86d7-533c-493f-92dc-3aa447d7700f,Krystal Figueroa,brittanymclean@example.com,965-253-3686x42357,3,5,1,2025-01-01 03:01:22.265109,2025-01-31 19:14:20.470488,73,7,1,Inactive
e1104d2b-817e-4f88-acc4-401416da47d7,Jeremiah Hall,barnold@example.com,(535)366-3338,4,0,0,2025-01-17 01:23:27.804039,,75,6,1,Inactive
a989f332-76fa-4c2a-8dd7-3f8cce35848a,Janet Larson,daniel32@example.org,001-516-345-1812x79274,4,2,0,2025-01-17 19:48:04.183704,2025-02-25 22:01:05.533497,87,6,1,Inactive
6556bc0d-24bd-4445-bcfe-90ede5f092d6,Crystal Williams,wdowns@example.org,8722873053,1,4,0,2025-03-17 19:41:02.752999,2025-03-20 09:16:53.433760,59,8,3,Inactive
ad93e310-af0b-4062-8dc6-2800ffe7562f,Jason Mcintyre,heidi08@example.org,5053658587,1,2,2,2025-03-21 07:19:11.678472,2025-02-25 21:59:52.691170,87,8,3,Inactive
0f8f61a4-2663-4088-88d6-44b58e849353,Elizabeth Morse,not_provided@example.com,3193787374,0,3,2,2025-02-09 14:08:42.678797,2025-01-26 18:35:57.013348,52,5,2,Inactive
f9d7abf7-5350-46e1-a6d4-d5308adca4f9,Tamara Nelson,not_provided@example.com,(975)438-3900x433,4,6,1,2025-01-23 08:40:52.302467,2025-01-28 04:57:25.994890,70,6,1,Inactive
35bb9004-e33b-4526-9c28-f5d1e7cfd92d,Michael Williams,not_provided@example.com,+1-883-838-2708x4453,3,6,1,2025-02-11 14:22:03.540161,2025-03-20 12:51:27.991966,70,7,2,Inactive
c37989c3-201b-4c29-85ad-dc1df643a984,Cynthia Castaneda,virginia47@example.com,+1-333-376-4743,1,4,0,2025-02-13 18:02:27.354776,2025-03-11 05:03:54.698272,59,8,2,Active
94d9b626-d73b-4b7b-8fa4-065421888ad2,Ashley Garcia,marksmith@example.org,(367)398-5189x6386,3,2,2,2025-01-11 11:57:34.176361,2025-02-10 07:10:47.512496,87,7,1,Inactive
10263893-8065-499f-8cf2-6bc167f2f03b,Suzanne Williams,jamieclay@example.org,(214)767-7127x718,1,0,2,2025-03-07 02:45:35.511925,2025-02-17 14:06:49.694519,75,8,3,Active
bb9c4fcc-b524-4c0e-9a0a-3131553364d0,Randall Estrada,mortondaniel@example.org,478-351-6556,2,1,0,2025-02-01 08:41:41.417347,2025-03-03 15:52:29.510624,84,4,2,Inactive
694ca64b-9136-4812-8c2e-8cd97c126ae3,Daniel Garcia MD,tammy10@example.org,+1-404-769-1850,3,0,2,2025-01-20 23:34:32.533647,2025-01-11 08:47:32.268286,75,7,1,Active
73ac7613-4699-4e05-804b-960e46b8564b,Benjamin Castillo,pruittandrea@example.net,001-620-382-8506x718,4,1,2,2025-03-07 02:41:06.320322,2025-03-07 07:32:35.271569,84,6,3,Inactive
ad89386b-3541-42e1-bc93-a2e2f137f279,Lisa Barker,tonya64@example.org,568-407-2671,3,1,2,2025-02-13 20:57:14.365985,2025-02-09 02:17:24.267521,84,7,2,Active
2e03fd31-5d6e-4e68-bf59-6173d5bf928b,Alexandria Nunez,matthew23@example.com,(386)376-7468,1,5,0,2025-03-14 02:56:59.839246,2025-02-24 10:13:10.564795,73,8,3,Active
ed9809b6-048a-44f7-9870-148dbb1eeb5b,Miranda Brooks,brianmays@example.net,001-736-914-8766,4,2,1,2025-01-05 06:45:22.580351,2025-03-07 04:08:41.416537,87,6,1,Inactive
f39c579f-607c-4d11-acc8-d6c4343e231c,Gregory Hardy,samanthacurtis@example.com,845-868-9360x807,2,4,0,2025-01-15 10:41:13.367521,2025-03-02 06:21:06.606261,59,4,1,Active
34c1e868-226b-4252-b876-49a56019ee50,Christopher Bennett,amanda35@example.com,000-000-0000,2,0,0,2025-02-19 01:37:49.020914,2025-02-18 15:40:13.263314,75,4,2,Inactive
a0201ad2-cac8-4505-a9cc-aa16b8f60a69,Maurice Waters,danielrussell@example.org,548.652.7975,2,0,1,2025-03-17 07:28:45.359798,2025-02-16 21:14:40.806336,75,4,3,Inactive
c298b23c-9156-464e-950d-07e63a21a4c5,Dr. Brandi Garcia MD,annettegolden@example.org,+1-616-275-1034,2,5,0,2025-03-07 14:42:17.903525,2025-02-13 23:03:47.425021,73,4,3,Inactive
d426a944-e49b-4c2f-9a6b-611e47668c14,Nicholas Morris,danabryant@example.net,705-595-3896,1,0,1,2025-01-10 07:43:48.021205,2025-01-29 05:24:32.226477,75,8,1,Inactive
9df57db2-d96d-479e-b35b-a902c02c0ab0,Unknown,romeroamber@example.org,(445)246-2350,0,5,1,2025-01-21 13:06:41.878236,2025-02-16 00:17:12.657521,73,5,1,Inactive
2487f581-cfe7-4c3b-97c5-c2eebb675b0a,Joseph Hicks,pattersondavid@example.org,(918)216-6677x4932,1,0,0,2025-03-19 06:02:42.190716,2025-03-03 11:57:39.475658,75,8,3,Inactive
7212f6ed-c6dd-4be8-a509-6cbca2249cd4,Alejandro Wong,yball@example.org,(524)480-7743x33396,4,0,1,2025-02-28 02:01:04.419664,2025-01-02 11:10:22.285348,75,6,2,Inactive
a9e9be1f-0cfe-4b98-b441-6da0f7a07c25,Elizabeth Jones,bushdebbie@example.org,(334)832-2477x00866,2,2,0,2025-02-05 17:43:15.151748,,87,4,2,Inactive
a706900d-4c9b-493c-b5fa-099367d9644f,Drew Ruiz,wrightmitchell@example.org,000-000-0000,4,3,0,2025-02-03 07:53:23.253872,,52,6,2,Active
cbf3b68a-07e4-4086-bfe2-c95fa7139278,Jason Williams,riverajeremy@example.com,417-721-0731,3,3,1,2025-01-29 06:48:09.262188,2025-03-16 09:11:28.055932,52,7,1,Inactive
6a680e46-265d-4658-917a-513fbbc7225b,Brian Townsend,kathy47@example.net,(471)874-2930x91274,3,6,1,2025-03-13 10:47:09.524724,2025-01-30 02:50:15.628937,70,7,3,Inactive
746cb175-c8bb-44a2-8fd0-c5d1d2aeb5c6,Unknown,glee@example.com,5884748844,1,6,0,2025-03-17 02:39:11.947406,2025-01-16 05:40:16.675762,70,8,3,Inactive
20a4712b-daf6-4438-bb51-e3840a5e056d,Alex Boyd,ysmith@example.org,(408)713-8927,4,2,1,2025-02-11 16:36:52.576761,2025-02-12 05:06:27.307400,87,6,2,Inactive
c72a8e26-f395-497e-a5c7-b3eaa210ed49,Natalie Dorsey PhD,aaronjones@example.com,(539)849-5261x535,1,4,2,2025-02-27 01:47:41.932667,2025-03-21 11:33:32.861263,59,8,2,Inactive
3401790a-e699-4f79-98b2-2ed2935fc64d,Jonathan Webb,johnsonkelly@example.com,612-242-8647x398,1,5,0,2025-01-15 14:47:27.215487,2025-02-27 20:27:58.491021,73,8,1,Inactive
4e086256-9b7f-4c80-906d-70ddf2c6b26f,Breanna Jefferson,darlenecooper@example.org,+1-377-405-3304x99859,4,4,0,2025-03-06 01:22:38.167068,2025-02-25 02:14:45.663102,59,6,3,Active
aa86dba4-bb5f-4844-8f66-1a28cdbcefcd,Julia Sandoval,gtate@example.com,+1-810-387-5461x56447,4,0,0,2025-03-18 03:00:46.762686,2025-02-20 06:39:53.084309,75,6,3,Inactive
81fbdf12-1984-4ffc-a3e3-cb52f2d945ab,Taylor Anderson,wmayer@example.net,(498)282-6996,3,2,0,2025-01-18 06:12:54.188354,2025-02-07 04:11:02.958718,87,7,1,Inactive
c48cc6eb-dbee-4959-9aa4-20ac24f7867c,Jose Johnson,matthew99@example.org,2505221455,0,4,0,2025-01-28 21:37:50.465863,2025-03-16 23:56:52.576466,59,5,1,Inactive
95448a73-4f5e-41e1-97d0-22de8b6cc20f,Michael Watkins,lbutler@example.net,252.575.4926x181,2,6,1,2025-02-26 17:50:49.452207,2025-01-19 06:20:39.758777,70,4,2,Inactive
689e9f77-689f-4a2d-b3ec-267649f25260,Unknown,lisa56@example.org,(761)799-7858x35617,3,2,2,2025-02-21 06:58:34.721634,2025-01-08 10:12:00.059820,87,7,2,Inactive
101b2b3e-8685-4309-b6c6-7927ff77d88a,Kevin Martinez,owhitehead@example.net,477-716-9823x703,2,1,0,2025-01-22 20:50:26.638243,,84,4,1,Active
6e9f35f6-dff6-4f82-9e13-1b6a95db38cc,Jennifer Lambert,chandlerrebecca@example.net,(224)238-3450x835,3,6,1,2025-01-15 12:00:21.359637,2025-02-27 19:55:26.849974,70,7,1,Active
f57e32b6-6368-42e4-9d78-617852e40a18,Rebecca Jones,robbinslucas@example.net,000-000-0000,1,2,0,2025-02-04 02:26:44.725165,2025-03-21 11:34:40.666061,87,8,2,Inactive
2aa18027-31f5-4e63-a662-5936b6fab44b,Melissa Nielsen,sean10@example.net,000-000-0000,1,1,2,2025-03-08 09:40:22.878050,,84,8,3,Inactive
0a88187c-2c6e-46a9-bb38-c21a42306a08,Evelyn Ruiz,isabella13@example.org,+1-380-535-3927,1,0,2,2025-01-11 09:13:47.963254,2025-03-13 17:02:16.085153,75,8,1,Inactive
032286e4-7a08-431d-b01e-f368157c7b73,Amanda Stephens,nathan56@example.org,001-534-502-5244x654,2,6,0,2025-03-19 10:27:49.747521,2025-01-16 16:51:02.714301,70,4,3,Active
74025f2d-4432-44e1-9e2a-ece181b87ca3,Matthew Wang,michael43@example.org,(603)426-6334x051,3,0,2,2025-03-09 08:57:35.010400,2025-02-23 12:42:29.858613,75,7,3,Inactive
3e226a84-3c38-49aa-a023-526b8a0a0f3a,Ariana Pierce,dawsonerica@example.org,001-735-606-7442x8956,3,4,1,2025-02-11 14:49:35.288069,2025-03-07 03:44:12.676922,59,7,2,Active
19c4692f-092e-4e83-94fe-565c4869e72a,Nicole Gonzales,david61@example.org,001-681-301-8975,0,6,2,2025-01-18 13:42:46.215301,2025-01-21 16:40:40.031369,70,5,1,Inactive
1c464ba0-543a-47f8-9b39-bff3ec958f28,Rhonda Sharp,mhale@example.com,838.989.5879,3,5,2,2025-02-18 22:03:44.495155,,73,7,2,Inactive
530f09f9-0eda-40fe-b760-9b0088658031,Leah Morgan,qgibson@example.com,734.805.5678,4,5,2,2025-02-26 22:04:00.377330,,73,6,2,Inactive
